file_path,predicted_label
Data/Data/Hands&Forearms/training/not_fractured/14-rotated3-rotated2-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/32-rotated2-rotated3-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/7-rotated1-rotated2-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/53-rotated1-rotated2-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/64-rotated2-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/41-rotated3-rotated1-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/68-rotated3-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/26-rotated2-rotated3-rotated2-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/8-rotated3-rotated2-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/7-rotated3-rotated3-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/50-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/9-rotated2-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/33-rotated2-rotated3-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/55-rotated2-rotated1-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/49.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/52-rotated3-rotated1-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/26-rotated2-rotated2-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/63-rotated1-rotated1-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/43-rotated1-rotated2-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/60-rotated1-rotated3-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/51-rotated1-rotated3.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/20-rotated2-rotated2-rotated3.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/66-rotated3-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/39-rotated3-rotated3-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/20-rotated1-rotated1-rotated2-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/29-rotated3-rotated3-rotated2.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/49-rotated1-rotated2-rotated3.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/40-rotated2-rotated2-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/63-rotated1-rotated3-rotated2.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/58-rotated2-rotated3-rotated2.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/40-rotated2.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/33-rotated2-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/6-rotated2-rotated2-rotated2.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/7-rotated3-rotated1-rotated3-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/59-rotated3-rotated3-rotated3.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/13-rotated1-rotated1-rotated2-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/4-rotated3-rotated1-rotated2-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/57-rotated3-rotated2-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/13-rotated3-rotated3-rotated2-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/27-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/36-rotated2-rotated3.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/50-rotated3-rotated1-rotated3.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/41-rotated3-rotated2-rotated1-rotated1.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/42-rotated1-rotated3-rotated2.jpg,0
Data/Data/Hands&Forearms/training/not_fractured/9-rotated2-rotated2-rotated2.jpg,0
